폭우로 한 치 앞이 안 보입니다,I can't see an inch ahead because of the downpour
할머니에게 아이를 업혀 보내고 있어,I'm sending the child to Grandma on someone's back
냉전 사상의 주입,indoctrination of Cold War ideology
봉건 사회의 성립,the establishment of a feudal society
사무실 임대 보증금 오천만 원,50 million won office lease deposit
선교 활동을 펼쳤어요,I carried out missionary activities
바다와 하늘이 맞닿은 수평선,the horizon where sea and sky meet
온몸이 꽁꽁 얼었어,My whole body froze stiff
사전 구속 영장 발부,issuance of a pretrial detention warrant
고 녀석 참 야무지게 생겼군,That kid looks really sharp.
중식으로 김밥을 준비합니다,I prepare gimbap for lunch
무력에 의한 침략,aggression by force
정치적 중립성을 회복해요,I restore political neutrality
전쟁터에서 폭발탄에 맞아 죽었어,I got hit by an explosive shell on the battlefield and died
초가삼간 외딴 오두막,a solitary thatched hut
마약은 사회에서 소멸돼야 했어,Drugs had to be eradicated from society
갱에 들어가는 광부들,miners entering the pit
5년 이하의 징역형에 처했어,I was sentenced to up to five years in prison
동굴 속에서 살았습니다,I lived in a cave
점심시간에 도시락을 먹고 있어,I'm eating a lunchbox at lunchtime
찹쌀가루를 따뜻한 물로 반죽해요,I knead glutinous rice flour with warm water
탄소 배출을 줄이기 위한 노력,efforts to reduce carbon emissions
육체적 쾌락만을 추구하는 세태,a trend of pursuing only physical pleasure
거품을 걷어내고 있어,I'm skimming off the foam
흔히 일어나는 사건,a commonly occurring incident
나이보다 숙성한 아이,a child mature beyond their age
실습 위주의 교육,practice-oriented education
말하는 태도가 세련돼 있습니다,The speaking style is refined
형편없는 위인 같으니라고,What a pathetic so-called great man.
묵묵히 짐을 꾸리고 있어,I'm quietly packing my stuff
피리를 빼빼 불었습니다,I blew the flute shrilly
학교에서 왕따가 됩니다,I become an outcast at school
고무가 달린 연필,a pencil with an eraser
추수가 한창인 논,a rice paddy in the middle of harvest
중학생을 위한 전 과목 학습지,all-subject study worksheets for middle schoolers
변소에 구더기가 들끓어,Maggots are swarming in the toilet
내 말을 즉각 시행하라,Carry out my orders immediately.
매일 똑같은 생활,the same routine every day
표창으로 짐승을 잡아요,I catch the animal with a harpoon
땀 흘려 지은 농작,crops raised with sweat and toil
천둥이 우는 소리,the rumble of thunder
티끌이 들어갔는지 눈이 껄끄러웠어,My eye felt gritty as if dust got in
마음가짐을 굳게 했습니다,I steeled my resolve
청약 예금 가입자,a housing subscription savings account subscriber
열 살 남짓해 보이는 소년,a boy who looks about ten
이제 어지간히 해라,That's enough now.
매상이 곱이나 올라요,Sales rise severalfold
현실과 비현실을 넘나드는 작품,a work that moves between reality and unreality
음식 솜씨가 쏠쏠했어,My cooking skills were pretty good
포도가 탱글탱글 익어 있었어요,The grapes were plump and ripe
땀에 젖은 옷을 쥐어짜요,I wring out the sweat-soaked clothes
억세게 재수가 없었어요,I was really unlucky
그는 굳은 신념을 지닌 사람이었습니다,He was a person with firm convictions
웬만한 사람은 다 아는 일,something most people know
최전방 공격수로 나섰어,I stepped up as the front-line striker
섬세한 장면 묘사,delicate scene description
절도로 귀양살이를 가요,I go into exile for theft
악당과 결전을 벌여요,I fight a decisive battle with the villain
본디부터 타고난 성품,an innate character
지대한 영향을 끼쳤어요,It had a huge influence
부러운 눈빛으로 쳐다봤어요,I looked with envious eyes
할아버지의 유물을 정리합니다,I organize my grandfather's relics
과일의 썩은 부분을 도려냈어,I cut out the rotten parts of the fruit
펜으로 선을 작 그었어요,I drew a small line with a pen
자존심이 상하는 일,something that hurts one's pride
총탄 세례를 받았어요,I came under a hail of bullets
팔을 붕대로 휘감아요,I wrap my arm with a bandage
이 약은 진통 효과가 탁월해요,This medicine has excellent pain relief
색종이를 오려서 만든 꽃,a flower made by cutting colored paper
불의에 찾아온 재난,a sudden unexpected disaster
어려운 문제를 지혜롭게 해결해,I solve difficult problems wisely
제발 살려 주세요,Please save me.
집안의 법도를 따라요,I follow the family's rules
회의에서 거론된 문제를 해결해,I solve the issues raised in the meeting
하늘로 날아오르는 비행기,an airplane soaring into the sky
목적과 수단의 전도 현상,a reversal of ends and means
비록 가난했지만 행복했어,Though I was poor I was happy
적성에 맞는 일을 해,I do work that suits my aptitude
그는 세계적인 마술사예요,He is a world-class magician
먼지를 툭툭 털어요,I shake off the dust
그 이론이 정설로 인정돼,That theory is recognized as the accepted view
외부 세계와 단절돼요,I'm cut off from the outside world
내전에 외국 군대가 개입했어요,Foreign troops intervened in the civil war
산 정상에 올라 목청껏 소리쳐요,I climb to the summit and shout at the top of my voice
회사를 후계자에게 넘겨줘,I hand the company over to the successor
정부의 보조금을 받은 사업,a project that received government subsidies
일석이조의 효과를 거두었습니다,I achieved a two-birds-with-one-stone effect
빗으로 머리를 빗습니다,I comb my hair with a comb
무소속 국회 의원,an independent National Assembly member
웃는 모습이 섹시해,The smile looks sexy
허리가 구부러진 노파,an old woman with a bent back
대문에 태극기를 내걸어,I hang the Taegeukgi on the front gate
아따 말도 많네,Gee you sure talk a lot.
오징어를 구워 먹었어요,I grilled and ate squid
에그 저게 뭐야!,Oh what's that!
파도가 바위를 때려요,Waves hit the rocks
그가 우승 후보로 유력합니다,He is a strong contender for the title
공범 여부를 조사합니다,I investigate whether there is an accomplice
노동에 의한 소득,income from labor
나 지금 정말 졸려,I'm really sleepy right now.
우정이 적의로 돌변했어,Friendship turned into hostility
초창기의 신선함을 잃어요,I lose the freshness of the early days
서류를 박박 찢었어,Tore the documents to shreds
학술 논문 등재 기준,criteria for listing academic papers
졸업을 한 달 앞둬,Graduation is a month away
찬성과 반대를 분명히 했어,Made support and opposition clear
기획안이 사장에게 제출됐어,The proposal was submitted to the boss
내리막길을 따라 내려갔어요,Went down along the downhill road
직접적인 연관이 닿습니다,There is a direct connection
조사를 확실히 했어,Carried out the investigation thoroughly
강둑에 토사가 쌓여,Sediment builds up on the riverbank
얼굴에 홍조를 띠어요,There's a flush on the face
트럭 두 대 분량,the equivalent of two truckloads
탁발한 기억력의 소유자,a person with a remarkable memory
그럼 어떻게 하지?,Then what should we do?
누나는 재작년 여름에 시집간 상태입니다,My older sister got married the summer before last
흰 물결이 밀려오는 바닷가,a seashore where white waves roll in
남녀 차별을 없애,Get rid of gender discrimination
으응 이제 한결 나아,Mm-hm I feel a lot better now.
공사로 차량의 통행을 금지해요,Vehicle traffic is prohibited due to construction
낙동강 중류 연안,the middle reaches of the Nakdong River
그들은 서로를 외면하고 지나갔어,They passed by ignoring each other
마당에 국화가 한창이에요,The chrysanthemums are in full bloom in the yard
손이 못에 긁혀 찢어져,A hand gets scraped and torn on a nail
닭과 오리는 같은 부류에 속했습니다,Chickens and ducks belonged to the same category
변함없는 충성을 바쳤어,Offered unwavering loyalty
아뇨 그럴 리가 없어요,No that can't be.
녹음기로 녹음을 합니다,Record with a recorder
티끌이 들어가서 눈이 따가웠어요,My eye stung because a speck got in it
허름한 양복을 한 벌 구입합니다,Buy a shabby suit
국군에게 포착된 공비,a guerrilla captured by the ROK army
기계식 주차장을 설치했어요,Installed a mechanical parking garage
친구와 정담을 주고받습니다,Have a heart-to-heart with a friend
저것을 좀 보십시오,Please take a look at that.
문을 딸까닥 열었어요,Opened the door with a click
제도적 장치를 마련해,Set up institutional measures
적진에 포탄을 퍼부었어,Rained artillery shells on the enemy positions
외환 보유를 허용해,Allow foreign currency holdings
나 역시 마찬가지였어,I was the same too
어떠한 자극도 없는 무료한 일상,a dull daily life with no stimulation
경제 분야의 전문가,an expert in the field of economics
그거 좀 가져와 봐,Bring that here.
둘 사이는 친형제처럼 긴밀했어요,The two were as close as real brothers
엥 내가 왜 그랬지?,Huh why did I do that?
부모 형제 없이 고단한 처지,a hard lot without parents or siblings
그의 발상은 기발하고 참신했어요,His idea was ingenious and fresh
아이스크림을 혀로 핥아요,Lick the ice cream with your tongue
허리선이 강조된 옷,clothes that emphasize the waistline
뒤끝이 영 개운치 않아,The lingering feeling doesn't feel right
옷자락이 문틈에 끼었어,The hem got caught in the door crack
그는 또래보다 성숙했어요,He was more mature than his peers
슬기로 빛나는 눈,eyes shining with wisdom
시큼한 김치 냄새,the sour smell of kimchi
고소를 금치 못했어요,Couldn't help but file a complaint
저택의 객실에 묵어,Stay in the guest room of the mansion
컵에 물을 따랐어요,Poured water into the cup
친구를 집으로 초대했어,Invited a friend home
자석이 쇠붙이를 끌어당겼어,A magnet pulled the metal pieces
흥미 위주의 오락물,entertainment focused on excitement
빙긋 미소를 띠고 있어,Wear a faint smile
위험한 사상에 마취가 됐어요,Was numbed by dangerous ideas
고기압의 가장자리에 들었어,Entered the edge of the high-pressure system
황량하고 을씨년스러운 풍경,a desolate bleak scene
기미 독립 선언서,the Gimi Declaration of Independence
정부에 땅을 팔아,Sell the land to the government
후회 없는 삶을 살아,Live a life without regrets
수사를 맡은 형사,the detective in charge of the investigation
차바퀴가 진흙탕에 빠졌어요,The car wheel got stuck in the mud
그는 회사에서 쫓겨났어요,He was kicked out of the company
원고의 소송을 기각해요,Dismiss the plaintiff's lawsuit
이불을 탈탈 털어요,Shake out the blanket
시골의 장날 풍경,the scene on a market day in the countryside
그따위 말버릇을 어디서 배웠니?,Where did you learn to talk like that?
공장을 현지에 설립해요,Establish a factory locally
거울 속에 비친 얼굴,a face reflected in the mirror
내 최애 음료는 커피였어,My favorite drink was coffee
여론의 질타를 받아요,Receive public criticism
논의의 필요성을 느꼈어,Felt the need for discussion
바보 취급을 당해,Get treated like a fool
학교 창립 30주년 기념식,the school's 30th anniversary ceremony
그는 시속 물정에 밝았어요,He was well aware of worldly affairs
그는 콧수염이 잘 어울렸어요,He looked good with a mustache
머리 모양이 바뀌었습니다,The hairstyle changed
방 안에서 어둠을 몰아냈어,Drove the darkness out of the room
강아지가 꼬리를 살랑살랑 흔들어요,The puppy gently wags its tail
진솔한 대화를 나눠,Have an honest conversation
굵직하게 새끼를 꼬았습니다,Twisted a thick straw rope
야생 동물의 왕국,the kingdom of wild animals
입사 시험 탈락자,an applicant who failed the hiring exam
자신의 주장을 합리화합니다,Rationalize one's argument
밤낮 놀기만 해요,Do nothing but play day and night
눈에 이물이 들어갔어요,A foreign object got into my eye
어려움을 함께한 친구,a friend who shared hardships
대사관에 가서 비자를 신청해요,Go to the embassy and apply for a visa
콩나물을 시루에 앉혔어,Placed the bean sprouts in the steamer
흑인의 권익을 위해 활동합니다,Work for the rights of Black people
추위에 입술이 헤어졌어,My lips split from the cold
알약을 빻아 가루로 만들어요,Crush the pill into powder
답안지에 학번을 적었습니다,Wrote my student number on the answer sheet
음식이 상당히 남아 있어요,There's quite a lot of food left
논에 물을 가둬요,Hold water in the rice paddy
기득권을 갖고 있어,Have vested interests
그래그래 내가 정말 잘못했어,Okay okay I was really wrong.
지극히 담담한 표현,an extremely matter-of-fact expression
고무줄로 머리를 묶었어요,Tied my hair with a rubber band
조국의 운명을 걸머져요,Shoulder the fate of the homeland
고향 생각이 났어,I thought of my hometown
장독 뚜껑을 열어,I open the lid of the sauce jar
물병에 물을 담아 둬요,I keep water in the bottle
이 늙은이가 무얼 알겠습니까?,What would this old man know?
추첨을 통하여 학교를 배정받았습니다,A school was assigned by lottery
그는 병역을 마친 뒤 취업합니다,He gets a job after completing his military service
집값이 큰 폭으로 하락했어요,Housing prices fell sharply
공연은 벌써 후반부에 접어들었어요,The performance had already entered the second half
무보다 문을 중시해,I value learning over martial arts
따가운 여름 햇살,the scorching summer sun
유명 선수들에게 열광하는 관중,spectators who go wild for famous players
전일 빌린 돈을 오늘 갚았습니다,I repaid today the money I borrowed the day before
그는 문을 비집고 들어왔어요,He squeezed through the door
공원에 개똥이 많아,There is a lot of dog poop in the park
영원한 사랑이란 환상에 불과했어,Eternal love was just an illusion
곳곳에 많은 연구소가 생겨났어요,Many research institutes sprang up everywhere
황금은 부를 상징하는 대명사입니다,Gold is synonymous with wealth
과일을 넣은 빙수,bingsu with fruit
이 일부터 우선 해결하자,Let's deal with this first.
고졸 또는 동등의 학력,a high school diploma or equivalent education
소금의 강한 탈수 효과,salt's strong dehydrating effect
각종 규모의 공장 시설,factory facilities of various sizes
일 년을 공백으로 보내,I take a year off
정세를 살핀 후에 결정할 일이었어요,It was something to decide after checking the situation
현상금 500만 원을 내걸었어요,A reward of five million won was offered
아차 우산을 놓고 왔구나!,Oh I left my umbrella behind!
차갑게 식은 커피,coffee gone cold
이 약은 복용이 간편해요,This medicine is easy to take
여러 번 녹음을 했습니다,I recorded it several times
경찰서에 도난 신고를 해,I report the theft to the police station
그때 그 시절의 추억이 아련합니다,Memories of those days are faint
의로운 일에 자기를 희생했습니다,I sacrificed myself for a righteous cause
동생 그동안 잘 지냈나?,Little brother have you been well?
생후 8개월 된 아기,an eight-month-old baby
이 책은 관외 대출이 안 됩니다,This book cannot be borrowed outside the district
어린이는 나라의 새싹이었어요,Children were the nation's sprouts
손쉬운 해결 방법,an easy solution
그는 유럽 각국을 여행했어,He traveled around various European countries
벽에서 못이 뽑혀요,A nail comes out of the wall
처리해야 할 업무가 산더미 같아요,There is a mountain of work to handle
얼굴이 누렇게 되었습니다,My face turned yellowish
그녀는 탐나는 신붓감이에요,She is a desirable bride
수도권 개발 권역을 설정해,I designate the capital region development area
월척에 가까운 붕어,a crucian carp nearly a trophy catch
그는 인권의 파수꾼이었어,He was a guardian of human rights
국회 의원 보좌관,a National Assembly member's aide
그냥 주는 거니?,Are you just giving it to me?
출발 시간의 지연,a delay in departure time
그녀의 나이는 서른 언저리였습니다,Her age was around thirty
가난한 자에게 동정을 베풀었습니다,I showed compassion to the poor
욕먹을 짓을 했어요,I did something that got me cursed at
숨을 깊이 들이마셔,I take a deep breath in
올 들어 첫눈이었습니다,It was the first snow of the year
간장과 설탕으로 고기를 조미해요,I season the meat with soy sauce and sugar
문장 성분의 생략,Omission of sentence elements
매사에 정확을 기해,I strive for accuracy in everything
살점을 베어 냈어요,I cut off a piece of flesh
대양으로 밀려가는 물결,Waves surging toward the ocean
후속 조치가 따랐어,Follow-up measures followed
부엌에서 식사를 준비했습니다,I prepared a meal in the kitchen
버려진 아이를 양자로 삼았어요,I adopted the abandoned child
걸레로 마루를 빡 문대,I scrub the floor hard with a rag
학식과 덕망을 갖추었습니다,I possessed learning and virtue
거래 업체에 부품을 조급해,I supply parts to the business partner
각 나라의 국가를 연주했어요,I played the national anthems of each country
아버님의 유명을 받들었어,I followed my father's last wish
상대 팀은 예상보다 훨씬 강합니다,The opposing team is much stronger than expected
이 지역의 주요 작물은 고추였어요,The main crop of this area was red chili peppers
인원을 적절히 배치했습니다,I assigned the personnel appropriately
실력을 충분히 발휘해,I fully demonstrate my ability
대학에 학과를 신설했습니다,I established a new department at the university
끔찍한 살인 사건,A terrible murder case
우리 민족 고유의 전통과 풍습,The traditions and customs unique to our people
방문을 닫고 다녀라,Close the door as you go
주문이 끊이지 않아,Orders never stop
정답을 알려 줘요,I tell you the correct answer
그 일이 있은 직후,Right after that happened
하수도 구멍이 메여요,The sewer hole gets clogged
민의를 국정에 반영합니다,I reflect public opinion in state affairs
튀김을 바삭하게 튀기는 방법,How to fry so it comes out crispy
좀이 쑤셔서 몸이 비비 틀려요,It itches and my body squirms
아랫배에 힘을 주고 말해,I speak while tightening my lower abdomen
큰 영예가 주어져요,A great honor is given
피의자를 검찰에 소환해,I summon the suspect to the prosecutor's office
별똥별을 보며 소원을 빌었어요,I made a wish while watching a shooting star
수레에 깔려 다쳤어,I was injured after being run over by a cart
사전 심의를 거쳤어,It went through prior review
경기가 무승부로 끝났어,The game ended in a draw
걸어오다가 뒤돌아 달려가,I walk over and then turn back and run
막다른 골목에 몰렸어요,I was cornered in a dead-end alley
오늘 저녁 후식은 수박입니다,Tonight's dessert is watermelon
작업자의 업무 환경을 개선했어,I improved the worker's working environment
근심으로 밤을 지새웠어요,I stayed up all night worrying
갑작스러운 사태에 대처했어요,I responded to the sudden situation
끝없는 갈등의 연속,A continuous string of endless conflicts
세세하게 일러 줘요,I explain it in detail
법정에서 무죄가 입증됐어,In court innocence was proven
확신에 찬 목소리,A voice full of conviction
공사가 막바지에 다다랐어,The construction reached the final stage
수입 확대에 대한 반작용,A backlash against import expansion
막말로 한마디만 더 할게요,I'll say just one more thing bluntly
이 문항은 어려워서 풀지 못해요,This question is difficult so I can't solve it
생명 창조의 신비,The mystery of the creation of life
입씨름 좀 그만둬라,Stop bickering already
평생을 두고 잊지 못할 일,Something you'll never forget for the rest of your life
벽장 안에 돈을 감춰요,I hide money in the closet
화려한 도회지 생활,A glamorous city life
유럽 연합 회원국,A member state of the European Union
이쪽으로 가까이 오너라,Come closer this way
벽난로에 불을 지펴,I light the fireplace
그들은 행사장 주변을 정리해요,They tidy up the area around the venue
소비자 보호 협회를 설립했어,I established the Consumer Protection Association
학장 취임식을 거행해,We hold the dean's inauguration ceremony
눈치를 힐끗 살펴,I take a quick look to read the room
금융 실명제 청문회,A hearing on the financial real-name system
승자와 패자를 갈랐어요,We separated the winners and losers
불꽃 튀는 대결을 벌였어,We had a fiery showdown
두루두루 안부를 물었어,I asked after everyone
평일과 다른 분위기,A different atmosphere from weekdays
엄마 응가 마려워요,Mom I need to poop
강가에 나가 고기를 잡아요,I go out to the riverside and catch fish
눈에 서투른 남정네,An awkward-looking man
미성년자 입장 불가,No entry for minors
사법 고시 합격을 축하해,I congratulate you on passing the judicial exam
불볕더위에 아스팔트가 녹아내려요,The asphalt melts in the scorching heat
별 우스운 광경을 다 보겠네,What a ridiculous sight to see
무분별한 국토 개발,Indiscriminate land development
호박 넝쿨에 달린 애호박,Summer squash hanging on a pumpkin vine
제도 개편을 단행했어,We carried out institutional reform
알싸한 맛이 일품인 파김치,Scallion kimchi with a pleasantly spicy taste
주위가 조용한 집,A house with quiet surroundings
40대 남성 고객,A male customer in his 40s
적들의 공격을 저지합니다,We repel the enemies' attack
밭에 상추 따위를 심었습니다,We planted things like lettuce in the field
노력은 성공의 어머니입니다,Effort is the mother of success
허허 안 될 말이지,Well that's not acceptable
사람들의 발길에 꺾인 꽃,A flower broken under people's footsteps
근래에 보기 드문 일,Something rarely seen lately
연둣빛 새순이 돋아요,Light green new shoots sprout
파도가 바위에 부딪쳐,The waves crash against the rocks
방송국 연말 시상식,The TV station's year-end awards ceremony
괴상하게 생긴 장난감,A weird-looking toy
자연 장애물과 인공 장애물,Natural obstacles and artificial obstacles
그는 언제나 태평이었어요,He was always easygoing
그곳은 접근이 용이하지 않았어,That place was not easy to access
요년을 어디 가서 찾지?,Where am I supposed to find that wench?
당신이 뭔데 남의 일에 참견이야?,Who are you to meddle in other people's business?
실패를 교훈으로 삼아,I take failure as a lesson
소방차 사이렌 소리,The sound of a fire engine siren
각종 산업의 지역적 분포,The regional distribution of various industries
벽에 콱 부딪쳐요,I slam into the wall
서로 친하게 지내요,We get along well with each other
어떤 역경에도 굴하지 않았습니다,We did not yield to any adversity
담배 대여섯 개비,Five or six cigarettes
예술가적 기질을 타고난 작가,A writer born with an artistic temperament
사고 방지 대책을 마련해요,We put measures in place to prevent accidents
정신이 반짝 들어요,I suddenly come to my senses
결혼은 사랑의 완성이었어요,Marriage was the fulfillment of love
그저 네가 참아라,Just put up with it
그들의 앞날을 축복했어,I blessed their future
불법 영업 중점 단속,A targeted crackdown on illegal business operations
학업을 중도에 포기해요,I give up my studies midway
그날은 산장에서 밤을 더새요,That day we stay up later at the mountain lodge
소유권 이전을 받았습니다,We received the transfer of ownership
그토록 말려도 소용이 없습니다,No matter how much we try to stop it it's useless
포근한 햇솜 이불,A cozy cotton batting quilt
경고를 두 번 받으면 퇴장이에요,If you get two warnings you're out
마을과 동떨어진 집,A house isolated from the village
논문이 심사에 통과됐어,The thesis passed review
마수를 돌려 후퇴했어요,We turned the horses and retreated
고액이 겹쳐 살길이 막막했어요,Large sums piled up and making a living felt hopeless
술이 감칠맛이 있어요,The liquor has a savory flavor
그동안 연락이 없어 궁금했어요,I was wondering because I hadn't heard from you
모두 같이 갔어요,We all went together
폭염이 기승을 부려,The heat wave is raging
컴퓨터에 프로그램을 설치해요,I install a program on the computer
색다른 견해가 제기돼,A different view is raised
쌀을 씻어 안쳐요,I wash the rice and set it to cook
아침 운동에 나섰어요,I went out for morning exercise
결재 서류에 사인을 했습니다,We signed the approval documents
자기 잘난 맛에 살았습니다,He lived on his own self-importance
구청에 청원을 냈어,I filed a petition with the district office
산이 나무로 빽빽합니다,The mountain is thick with trees
한국적 현실을 감안했어요,We took the Korean reality into account
엄마 아가가 막 울어,Mom the baby is crying
경제의 정체로 불황이 지속됐습니다,The recession continued due to economic stagnation
음미할 만한 이야기,A story worth savoring
수업료가 전액 면제됩니다,Tuition is fully waived
말에 굴레를 씌웠어,I put a bridle on the horse
부동산 시장 침체,A real estate market slump
당부의 말을 남겨,I leave a request
침대 밑에 기어들어,I crawl under the bed
지기를 싫어하는 성미,A temperament that hates losing
계획의 변경이 필요합니다,A change of plans is necessary
극장 안에 들어갔어요,I went into the theater
사당에 위패를 모셨어요,We enshrined the ancestral tablets in the shrine
복장 검사를 했습니다,We conducted a dress inspection
경애와 신의를 바쳤어,I devoted respect and loyalty
연인과의 달콤한 입맞춤,A sweet kiss with a lover
까닭 없이 불안한 마음,An anxious heart for no reason
소음의 발생을 줄였습니다,We reduced noise generation
물건은 엉성한데 값만 비쌌어,The product was shoddy but the price was high
생선을 소금에 절였어,I salted the fish
불량배들이 주먹 세례를 퍼부어요,The thugs rain down punches
감격의 눈물을 흘려,I shed tears of emotion
온화한 성품의 소유자,A person with a gentle disposition
지름길을 이용해서 갔어요,We took a shortcut
사죄의 뜻을 비쳐요,I express my intention to apologize
월동 준비를 서둘러,I hurry the preparations for winter
늪에서 자라는 식물,Plants that grow in a swamp
방울이 달랑 울렸어,The bell jingled
남의 전화를 엿들었습니다,We eavesdropped on someone else's call
문풍지를 틈틈이 붙여요,I put up the paper lining on the door bit by bit
귀가 시간이 늦습니다,I get home late
전화 한 통화만 쓸 수 있을까요?,Could I use the phone for just one call?
흰색 수컷 호랑이,A white male tiger
실내에서는 모자를 벗는 게 예의였어,Indoors it was polite to take off your hat
두 나라 사이에 조약이 체결됩니다,A treaty is concluded between the two countries
궁정에서 연회를 베풀었어,We held a banquet at the court
이상향에 대한 동경,A longing for an ideal world
어찌 벌써 가시오?,Why are you leaving already?
우리의 전통 가락,Our traditional melody
각하의 상황에 대해 설명해요,I explain Your Excellency's situation
사업이 첨에는 잘됐어,The business did well at first
외교 관계의 격하,Downgrading of diplomatic relations
제육볶음을 상추에 싸서 먹어,I wrap spicy pork stir-fry in lettuce and eat it
딸에게 약을 먹였어요,I gave my daughter the medicine
학교 부근의 주민들,Residents near the school
사람을 물에 빠뜨렸어,I made someone fall into the water
장밋빛으로 물든 하늘,A sky tinted rosy
수익률이 높은 상품,A high-yield product
동해에 떠오르는 태양,The sun rising over the East Sea
연초부터 폭설이 내리고 있어요,It's been snowing heavily since the start of the year
장기 집권을 합니다,I stay in power for a long time
일선 검찰을 지휘하는 검사장,A chief prosecutor who directs front-line prosecutors
신입 사원을 받아들였어요,I accepted the new employee
한 쌍의 젊은 남녀,A pair of young man and woman
올림픽 기념 건조물,An Olympic commemorative structure
굳게 맞물린 입술,Tightly pressed lips
짜임새 있는 편집을 시도했어,I tried a well-structured edit
머리카락을 뒤로 쓸어 넘겼어요,I swept my hair back
지나친 흡연은 건강에 좋지 않습니다,Excessive smoking is not good for health
우리 팀은 단합이 잘됐어,Our team bonded well
그는 성격이 대담해요,He has a bold personality
사고의 주원인을 찾고 있어,I'm looking for the main cause of the accident
섭씨 35도를 넘는 무더위,Oppressive heat over 35°C
연일 야근으로 피로가 쌓이고 있어,Fatigue is building up from day after day of overtime
엔진은 자동차의 심장입니다,The engine is the heart of a car
정치에 무관심한 사람,A person indifferent to politics
소가 머리로 사람을 들이받고 있어,A cow is butting a person with its head
독감에 걸려 고열로 신음합니다,I have the flu and am groaning with a high fever
날씨가 점점 추워졌어요,The weather got colder and colder
쫄깃쫄깃한 라면의 면발,The chewy noodles of ramen
총선 공천에서 떨어져요,I fail to get the nomination for the general election
언뜻 기억이 나,I remember it faintly
새 건전지로 갈아 끼워요,I replace it with new batteries
수상한 사람을 파출소에 신고하고 있어,I'm reporting a suspicious person to the police substation
