"00130","너그러운 물 흐름","a gentle flow of water"
"00131","자전거 한 대를 새로 샀어요","I bought a new bicycle."
"00132","악랄한 수단을 썼어요","I used vicious means."
"00133","광역 단체장 선거","a metropolitan government head election"
"00134","이 나라를 짊어지고 나갈 일꾼","workers who will carry this country forward"
"00135","쇠에 열을 가해서 녹였어","I applied heat to the metal and melted it."
"00136","말에 박차를 가해","I spur the horse."
"00137","여러분! 이걸 보십시오","Everyone! Look at this"
"00138","개뿔이나 아는 게 있어야지","You don't know jack shit, do you?"
"00139","유행에 뒤진 옷차림","out-of-fashion attire"
"00140","죄인을 모조리 잡아들여라","Arrest all the criminals"
"00141","부적을 써 붙였어요","I wrote out and posted a talisman."
"00142","길섶에 핀 코스모스","cosmos flowers blooming by the roadside"
"00143","올해는 첫눈이 늦은 편입니다","This year, the first snow is rather late."
"00144","상황이 절박하게 변해","The situation becomes dire."
"00145","범인 검거는 시간문제입니다","Catching the culprit is only a matter of time."
"00146","밥풀로 편지를 봉했어","I sealed the letter with rice paste."
"00147","이 구두의 값이 얼마요?","How much are these shoes?"
"00148","자동차 등록 사업소","vehicle registration office"
"00150","신경통에 천식이 겹쳐요","Asthma overlaps with my neuralgia."
"00152","알밤을 한 대 콩 쥐어박습니다","I give a sharp knuckle flick."
"00153","폭풍우를 뚫고 달려 나가","I dash out through the storm."
"00154","미스 리, 나 점심 먹고 올게","Miss Lee, I'm going to have lunch and come back"
"00155","용도에 따라 구분해","I classify it according to use."
"00156","중동에서 말을 끊어","I cut off my speech in the Middle East."
"00157","새벽 오솔길이 은근히 고와","The dawn trail is subtly beautiful."
"00158","테니스 남자 단식 준결승","men's singles tennis semifinal"
"00159","그 사람은 도통 말이 없습니다","That person is totally silent."
"00160","살림 도구를 장만했어요","I prepared household tools."
"00162","두 집안은 대대로 원수 사이였습니다","The two families were enemies for generations."
"00163","짐을 꾸러미로 묶어요","I bundle the luggage."
"00164","다수 의석을 차지해요","We take the majority of the seats."
"00165","두 남녀의 애틋한 사랑","a tender love between a man and a woman"
"00166","빛이 창에 반영됩니다","Light is reflected in the window."
"00167","고려는 개국 후에 도읍을 옮겼어요","Goryeo moved the capital after its founding."
"00168","술집에서 양주를 시켜","I order liquor at the bar."
"00169","눈이 비로 변해요","Snow turns into rain."
"00170","당파 싸움의 제물이 돼","I become a victim of factional strife."
"00171","힘든 일을 도맡아 처리해요","I take on and handle the hard tasks."
"00172","감을 말라 버선을 짓습니다","I dry persimmons and make socks."
"00173","일행의 뒤쪽에 섰어","I stood at the back of the group."
"00174","커다랗게 불거진 소문","a rumor that has ballooned"
"00175","검찰에 고발을 당했어요","I was reported to the prosecution."
"00176","인쇄 기술의 발달","the development of printing technology"
"00177","선수단을 이끌고 내한합니다","I come to Korea leading the team."
"00178","기소 여부를 결정했어","I decided whether to indict."
"00179","야유가 터져 나왔어요","Boos erupted."
"00180","비장의 솜씨를 발휘했습니다","I showed my special skills."
"00181","물걸레로 방바닥을 닦습니다","I mop the floor with a wet cloth."
"00182","경솔한 짓을 합니다","I do a reckless thing."
"00183","나는 전쟁을 혐오해요","I loathe war."
"00184","안개가 자옥한 숲속","a forest thick with fog"
"00185","눈길에 미끄러져 자빠져요","I slip on the snowy road and fall."
"00186","소설을 신문에 연재했어","I serialized the novel in the newspaper."
"00187","덜걱 문이 닫혀요","The door slams shut."
"00188","뮤지컬의 안무를 담당해요","I handle the choreography of the musical."
"00190","한순간에 물거품이 돼요","It turns into nothing in an instant."
"00191","얼굴에 미소를 떠올려","I bring a smile to my face."
"00192","흥분된 마음을 달랬어","I calmed my excited feelings."
"00193","증기 기관의 발명","the invention of the steam engine"
"00195","꼬마가 장난치듯이 눈을 깜빡했어요","The little kid blinked as if joking."
"00196","햇볕이 쨍쨍 내리쬐는 한낮","midday with the sun blazing down"
"00197","안 벌고 안 써","I don't earn and I don't spend."
"00198","신제품이 진열장에 진열돼요","The new product is displayed in the showcase."
"00199","그는 원래 서울 사람이에요","He is originally from Seoul."
"00200","그는 생김새가 우스꽝스러워요","His appearance is comical."
"00201","근린 관계를 유지합니다","We maintain neighborhood relations."
"00202","공작의 깃털이 알록달록했어","The peacock's feathers were colorful."
"00203","손님에게 친절하게 대합니다","I treat the customer kindly."
"00204","술 좀 작작 마셔라","Cut down on the drinking"
"00206","새로운 산업에 종사했어요","I worked in a new industry."
"00207","기차를 타고 유럽을 여행해","I travel around Europe by train."
"00208","깻잎을 간장에 쪘어요","I steamed perilla leaves in soy sauce."
"00209","국토 수호에 헌신해요","I devote myself to defending the country."
"00210","탐욕이라는 악마의 유혹을 받아요","I am tempted by the demon of greed."
"00211","민간 항공기 피격 사건","the shooting down of a civilian aircraft"
"00212","그의 몸에는 혈색의 옷을 입어","He wears a blood-colored garment."
"00213","숨이 막 떨어져요","My breath is running out."
"00214","범인 취급을 당했습니다","I was treated like a criminal."
"00215","화장실은 건물 옆쪽에 있었습니다","The restroom was next to the building."
"00216","한숨을 팍팍 쉬었습니다","I let out heavy sighs."
"00218","사원증 목걸이 줄","an ID card lanyard"
"00219","환율이 소폭 상승했습니다","The exchange rate rose slightly."
"00220","네가 길을 아니까 앞서서 가라","You know the way, so go ahead"
"00221","자정이 지난 시간","a time past midnight"
"00222","파리 주재 특파원","a correspondent stationed in Paris"
"00223","흡족한 미소를 띠었어","I wore a satisfied smile."
"00224","규제에 묶여 사업이 중단됐어","The business was halted due to regulations."
"00225","종이를 절반으로 접어요","I fold the paper in half."
"00226","시간을 지체하지 마라","Don't waste time"
"00228","3학년 5반 교실","the classroom of Year 3, Class 5"
"00229","시어머니와 며느리 사이","between a mother-in-law and daughter-in-law"
"00230","바닷가 근처에 있는 횟집","a raw fish restaurant near the beach"
"00231","색소로 노랗게 물들인 단무지","yellow pickled radish dyed with coloring"
"00233","옳고 그름을 판단했어요","I judged right and wrong."
"00234","언론과 출판의 자유","freedom of the press and publication"
"00235","흩어진 서류를 간추려 묶습니다","I gather and bundle the scattered documents."
"00236","마음이 비단 같았어","My heart was like silk."
"00237","어린이는 나라의 보배","Children are the nation's treasure"
"00238","드문드문 찾아드는 손님","occasional guests"
"00239","기차는 어느새 저만치 멀어져","The train is already far away."
"00240","동글동글 귀엽게 생긴 얼굴","a round, cute-looking face"
"00241","돈만 있으면 제일이냐?","Is money all that matters?"
"00242","연설문의 초안을 작성해","I draft the speech."
"00243","그는 말없이 담배만 피워 댔어요","He kept smoking without a word."
"00244","대문에 파랗게 색칠해","I paint the front gate blue."
"00245","아파트 청약 신청","apartment subscription application"
"00246","할머니 품속에 안겼어요","I nestled into grandma's arms."
"00247","자극적인 가스 냄새","a pungent gas smell"
"00250","동메달을 목에 걸어요","I hang a bronze medal around my neck."
"00251","어수선한 정국을 타개합니다","We break through the chaotic political situation."
"00252","회의의 의장을 선출했어","We elected the chair of the meeting."
"00253","고층의 대기 현상","a high-altitude atmospheric phenomenon"
"00254","적절한 습도를 유지했습니다","We maintained proper humidity."
"00255","화려한 채식만이 능사는 아니었어","A fancy vegetarian diet wasn't the only answer."
"00256","본부에 상황을 알렸어요","I informed headquarters of the situation."
"00257","항소심에서 무죄를 선고받습니다","I am found not guilty in the appeal trial."
"00258","피로가 쌓여 결국 몸살에 걸려요","Fatigue builds up and I end up with the flu."
"00259","젊은 시절의 방황","the wandering of one's youth"
"00261","야성미가 풍기는 몸짓","gestures that exude wild charm"
"00262","시시각각으로 변하는 유행의 흐름","the flow of trends changing by the minute"
"00263","시험이 한 달 뒤로 연기되었습니다","The exam was postponed by a month."
"00264","선수들에게 꽃다발을 증정했습니다","I presented bouquets to the athletes."
"00265","그는 각질로 다리를 전해","He rubs his legs with dead skin."
"00266","고뇌 속에서 보낸 세월","years spent in anguish"
"00267","말과 행동의 배치","a discrepancy between words and actions"
"00269","음산한 초겨울 날씨","gloomy early-winter weather"
"00270","공부를 일과 병행했어요","I studied while working."
"00271","위엄이 있는 어조로 말합니다","I speak in a dignified tone."
"00272","자동차의 안전성을 높여요","I improve the car's safety."
"00273","좋은 가문에서 태어났어요","I was born into a good family."
"00274","역모가 탄로 나","The treason plot is exposed."
"00275","그 말은 귀가 솔도록 들었어","I heard that so much my ears rang."
"00276","진작 말할 것이지","You should have said so earlier"
"00277","피의자를 검찰청으로 이송해요","I transfer the suspect to the prosecutor's office."
"00278","저의 무례를 용서해 주십시오","Please forgive my rudeness"
"00279","다리 많은 벌레가 특히 징그럽어요","Many-legged insects are especially creepy."
"00280","신용 카드 사용자","credit card user"
"00281","고구마가 덜 익어요","The sweet potatoes are undercooked."
"00282","고장 난 차를 방치해요","I leave the broken car unattended."
"00283","피로가 한꺼번에 몰려들었습니다","Fatigue rushed in all at once."
"00285","회사에 물품을 반납했습니다","I returned the items to the company."
"00287","냉이를 넣고 된장국을 끓였습니다","I cooked soybean paste soup with shepherd's purse."
"00288","신자들에게 교리를 설명했습니다","I explained the doctrine to the believers."
"00289","절에서 들려오는 은은한 종소리","the soft bell sound from a temple"
"00290","까치가 깍깍 짖습니다","A magpie caws 'kak-kak.'"
"00291","경영의 새로운 기법이 요구됐어","New management techniques were required."
"00292","벽에 쾅 부딪쳐","I slam into the wall."
"00293","무전기 주파수를 맞춰","I tune the radio frequency."
"00294","종일토록 보슬비가 오락가락합니다","Drizzle comes and goes all day."
"00295","물줄기를 따라 내려갔어","I went down along the stream."
"00296","밤새워 편지를 써","I write letters all night."
"00298","도로의 지반이 내려앉았어요","The roadbed sank."
"00299","무역 협정이 발효됐어","The trade agreement took effect."
"00300","비참한 광경을 목도했어요","I witnessed a miserable scene."
"00301","보석을 몸에 지녀요","I wear jewelry on me."
"00302","은행잎이 노랗게 물들어요","Ginkgo leaves turn yellow."
"00303","인사이동 철이라 회식이 잦았어요","Because it was transfer season, company dinners were frequent."
"00304","주머니가 툭 터져","The pocket bursts open."
"00305","반짝반짝 빛나는 눈","sparkling eyes"
"00306","대학 입시 요강 확정","finalization of college admissions guidelines"
"00307","온몸이 노곤해지는 봄날 오후","a spring afternoon that makes your whole body drowsy"
"00308","태극기가 바람에 나부끼고 있어","The Taegeukgi is fluttering in the wind."
"00309","배심원으로 재판에 참여해요","I participate in the trial as a juror."
"00310","제작진이 섭외한 장소","the location secured by the production crew"
"00311","동전을 저금통에 넣었어요","I put coins into the piggy bank."
"00312","돈 만 냥을 꿨어요","I borrowed ten thousand nyang."
"00313","어둠이 깃든 방 안","a room shrouded in darkness"
"00314","사건의 추이를 살펴","I watch the course of the case."
"00315","몸에 비하여 머리통이 작았어","His head was small for his body."
"00316","새로운 전술을 구사했습니다","I employed new tactics."
"00318","텔레비전 방송을 시청해요","I watch the TV broadcast."
"00319","제자를 여럿 두었습니다","I had many disciples."
"00320","복잡하게 얽힌 이해관계","complicated, intertwined interests"
"00321","산에 나무가 울창해","The mountain is thick with trees."
"00323","달에 착륙한 아폴로 우주인들","Apollo astronauts who landed on the moon"
"00324","선교사의 전교 활동","a missionary's evangelizing work"
"00326","묵을 맛있게 무쳤구나","You seasoned the acorn jelly deliciously"
"00328","핵 실험 중지를 촉구했습니다","We called for a halt to nuclear tests."
"00329","이마에 땀이 맺혔어","Sweat formed on my forehead."
"00330","형에게서 책을 건네받았어요","I received a book from my older brother."
"00331","융숭한 대접을 받아요","I receive a lavish reception."
"00332","밤하늘의 별을 쳐다봤어","I looked up at the stars in the night sky."
"00333","새 벽지로 도배해","I re-paper the walls with new wallpaper."
"00334","야자의 잎과 줄기로 만든 공예품","crafts made from palm leaves and stems"
"00335","강사를 강연회에 초청해요","I invite the lecturer to the talk."
"00337","시집의 소인을 썼어요","I wrote the short preface of the poetry collection."
"00338","지평 위로 해가 떠올라","The sun rises over the horizon."
"00339","가방을 맡아 둬요","I leave the bag in someone's care."
"00341","극심한 탄압 앞에 무릎을 꿇습니다","We kneel before severe oppression."
"00342","포대기에 둘러싸인 아기","a baby wrapped in a swaddling cloth"
"00343","주목할 만한 대목","a noteworthy point"
"00344","화근을 미리 없앴어요","I removed the root of trouble in advance."
"00345","축구 경기를 관람했습니다","I watched the soccer match."
"00346","돕지는 못할망정 방해나 말아 줘","If you can't help, at least don't get in the way"
"00347","그는 은근살짝 내 손을 잡아","He subtly takes my hand."
"00348","타락의 길을 걸어요","I walk the path of degeneration."
"00349","국가에 보상을 청구했어","I claimed compensation from the state."
"00350","깊이 반성을 했습니다","I deeply reflected."
"00351","짝은 일쑤 지각을 해","My partner is often late."
"00352","아슬아슬한 고비를 넘겼어요","I barely got past a tight spot."
"00354","바람에 뒤틀린 대문을 손봤어","I fixed the gate twisted by the wind."
"00355","이래저래 10년의 세월을 보내","I end up spending ten years one way or another."
"00356","나는 관상을 믿는 편이었습니다","I tended to believe in physiognomy."
"00357","솜털이 보송보송한 앳된 얼굴","a youthful face with soft downy fuzz"
"00358","거봐, 내가 뭐랬어","See, what did I tell you"
"00359","지하철 공사 제13공구","Subway construction Section 13"
"00360","술은 아주 안 드세요?","Do you not drink at all?"
"00361","항아리에 술을 담아 둬요","I keep liquor in a jar."
"00362","선생님이 반 학생들을 독려했습니다","The teacher encouraged the class."
"00363","매끈하게 단장한 집","a neatly spruced-up house"
"00364","시부모 공대를 잘합니다","I treat my in-laws with respect."
"00365","먼 길을 뛰어와","I run a long way here."
"00366","사물을 보는 눈이 냉철했습니다","My eye for things was keen."
"00367","새로운 유적과 유물의 발견","the discovery of new ruins and artifacts"
"00368","고개를 절레절레 저어요","I shake my head."
"00369","박사 과정을 밟았어","I pursued a PhD program."
"00370","문장을 정교하게 다듬었습니다","I refined the sentences carefully."
"00372","전염병은 많은 사람을 쓰러뜨렸어요","The epidemic struck down many people."
"00374","증인이 진술을 번복해요","The witness retracts the statement."
"00375","철도 위로 기차가 지나가고 있었습니다","A train was passing over the railway."
"00376","그 둘은 무척 친했어","Those two were very close."
"00377","○○ 지역 당원 단합 대회","○○ region party members' unity rally"
"00379","나는 두말하는 사람이 아니야","I'm not someone who says one thing and then another."
"00380","사회의 불공평이 심화됐어","Social inequality intensified."
"00381","시신을 안방에 누였어","I laid the body in the main room."
"00382","기내 반입 제외 물품","items excluded from carry-on"
"00383","회의가 비공개로 진행됐어","The meeting was held behind closed doors."
"00386","흥분이 가라앉은 조용한 마음","a quiet heart after the excitement has subsided"
"00387","산모가 먹을 미역국을 끓였어","I cooked seaweed soup for the new mother."
"00388","그 아이는 행동이 어른스러웠어","That child behaved maturely."
"00389","새가 둥지로 날아들었어요","The bird flew into the nest."
"00390","앞발을 더 내밀어","Stretch your front paws further"
"00391","나는 내 나름대로 일을 하겠다고 했습니다","I said I would do things in my own way."
"00392","으흠! 어른을 몰라보다니","Ahem! You don't recognize your elders!"
"00393","일생을 헛되이 보내요","I waste my life."
"00394","국적 불명의 비행기","an aircraft of unknown nationality"
"00395","쉿, 조용히 해라","Shh, be quiet"
"00396","약장수를 삑 둘러싼 구경꾼","Onlookers tightly surrounding the medicine peddler"
"00397","가스 보일러로 난방을 해요","I heat with a gas boiler."
"00398","아버지는 딸을 끔찍하게 여겨요","Father adores his daughter."
"00399","중급 한국어 회화","intermediate Korean conversation"
"00400","저 둘은 애인 사이였습니다","Those two were lovers."
"00401","인삼을 꿀에 재요","I soak ginseng in honey."
"00402","옥수수를 쪄 먹었습니다","I steamed and ate corn."
"00403","한마디 따끔하게 쏘아붙입니다","I snap back with a stinging remark."
"00404","주미 대사에 지명되었습니다","He was appointed ambassador to the U.S."
"00405","한 아름의 꽃다발","an armful bouquet of flowers"
"00406","경부선의 기점은 서울역이야","The starting point of the Gyeongbu Line is Seoul Station."
"00408","화로에 숯을 피웠어","I lit charcoal in the brazier."
"00409","태풍이 장마를 몰고 왔어요","The typhoon brought the monsoon."
"00410","잠자는 시간이 불규칙해요","My sleep schedule is irregular."
"00411","새 내각의 인선에 착수해","I begin selecting the new cabinet."
"00412","그대로 가만히 있었습니다","I stayed still."
"00413","그는 언제나 같은 자리에 앉아","He always sits in the same spot."
"00414","방 불빛이 복도로 흘러나왔어","The room light spilled into the hallway."
"00415","꼬들꼬들한 식감의 벌집","honeycomb with a chewy texture"
"00416","유유히 흐르는 강물","a river flowing serenely"
"00417","학계의 주목을 받아","I receive attention from academia."
"00418","경찰은 사건의 대략을 발표합니다","The police announce an outline of the case."
"00419","옷에서 실밥을 빼내","I pull loose threads from the clothes."
"00421","무한한 우주 공간","infinite outer space"
"00422","마약 밀매품을 압수했습니다","We confiscated the drug contraband."
"00423","흐뭇한 표정을 지었어요","I made a satisfied expression."
"00424","어른 앞에서 조심스럽게 말했어요","I spoke carefully in front of elders."
"00425","적법한 절차를 거쳐","I go through the proper procedures."
"00426","침몰 위기에 몰렸어요","I was pushed to the brink of sinking."
"00427","궁리 끝에 생각해 낸 묘안입니다","It's a brilliant idea devised after much thought."
"00428","그는 적을 무참히 살해했어요","He brutally killed the enemy."
"00429","친구와 선물을 주고받았어","I exchanged gifts with a friend."
"00430","식용으로 돼지를 길렀어","I raised pigs for food."
"00431","제반 설비의 불완전","the incompleteness of various facilities"
"00432","두툼한 겨울 옷차림","thick winter clothing"
"00435","계절에 상관없는 업종을 선택했어요","I chose a business not affected by seasons."
"00437","미래에 대한 예언","a prophecy about the future"
"00438","국회의 입법 과정","the National Assembly's legislative process"
"00440","표현 방법이 서툴러요","My way of expressing is clumsy."
"00441","골재를 창고에 운반합니다","We transport aggregate to the warehouse."
"00443","필자가 안 밝혀진 책","a book with the author not identified"
"00444","자연의 신비를 간직했습니다","We preserved the mystery of nature."
"00445","얼굴이 반쪽이 돼요","My face becomes half its size."
"00446","그딴 소리는 더 이상 듣기 싫었습니다","I no longer wanted to hear that kind of talk."
"00447","호랑이가 닭을 잡아먹습니다","A tiger eats a chicken."
"00448","이 일은 그가 적임이었어요","He was the right person for this job."
"00449","수입 농산물에 대한 검역","quarantine inspection of imported agricultural products"
"00451","입김을 호호 불었습니다","I blew warm breath, hoo-hoo."
"00452","물에 빠져 숨져요","I drown in the water."
"00453","비용을 최소한으로 줄여요","I reduce costs to a minimum."
"00454","여당과 야당의 대립","confrontation between the ruling and opposition parties"
"00455","닭이 모이를 콕콕 쪼아 먹었습니다","The chicken pecked at the feed."
"00456","회담의 재개 여부가 불투명해","It's unclear whether the talks will resume."
"00457","도읍을 서울로 정했어","We set the capital as Seoul."
"00458","이마에 땀이 돋았습니다","Sweat beaded on my forehead."
"00460","실패가 없도록 주의했습니다","I was careful to avoid failure."
"00461","긴 한숨을 몰아쉬었어요","I let out a long sigh."
"00462","등골에 땀이 흘러내려요","Sweat runs down my spine."
"00464","전문 인력이 확보돼","Skilled personnel are secured."
"00465","극찬을 아끼지 않아요","I don't spare high praise."
"00466","재미있게 읽히는 책","a book that's an entertaining read"
"00467","대낮부터 웬 술을 그렇게 마시니?","Why are you drinking like that starting in broad daylight?"
"00468","땅을 마구잡이로 사들였어요","I bought up land indiscriminately."
"00469","등심을 구워 먹었습니다","I grilled and ate the sirloin."
"00470","교통 법규를 위배해","I violate traffic regulations."
"00471","자기 손에 자해를 가합니다","They inflict self-harm with their own hands."
"00472","국무총리가 집무실로 출근했어","The prime minister went to the office."
"00473","새로운 기종을 개발했어요","I developed a new model."
"00474","달님! 제 소원을 들어주세요","Moon! Please grant my wish"
"00476","움직일 수 있는 범위가 제한됐어요","The range of movement was restricted."
"00477","술을 잔뜩 퍼먹었어요","I guzzled a lot of alcohol."
"00478","피부에 종기가 생겼어요","A boil formed on the skin."
"00479","좋은 반응을 얻습니다","It gets a good response."
"00480","폐수에 오염된 강물","river water polluted by wastewater"
"00481","못을 든든하게 박아라","Drive the nail in firmly"
"00482","여기 과일 좀 내오너라","Bring some fruit here"
"00483","정국 주도를 위한 전략","a strategy to lead the political situation"
"00484","취임식이 대대적으로 거행됐어요","The inauguration ceremony was held on a grand scale."
"00485","열차가 정시에 출발해","The train departs on time."
"00487","그는 차고에 차를 주차해","He parks the car in the garage."
"00488","제게 맘을 좀 주세요","Please give me a little affection"
"00490","불에 덴 상처가 아렸어요","The burn wound stung."
"00491","겉모양은 멀쩡한데 어디가 아프대?","They look fine on the outside, but where do they say it hurts?"
"00492","그에게 뜬금없는 돈이 생겨요","He suddenly gets unexpected money."
"00493","배에 물이 들어왔어요","Water came into the boat."
"00494","손등에 로션을 발라요","I apply lotion to the back of my hand."
"00495","온갖 물질을 탐냈어요","I coveted all sorts of material things."
"00496","그는 아내와 의견이 상반돼","He and his wife have opposing views."
"00497","신 앞에 굴복하고 빌었어","I submitted before the deity and begged."
"00498","교복 착용의 장점","advantages of wearing school uniforms"
"00499","약점을 집요하게 파고들었어요","They relentlessly probed the weakness."
"00500","참가에 의의가 있었어요","There was value in participating."
"00501","의자를 앞당겨 앉아라","Pull your chair closer and sit down"
"00502","오빠, 엄마가 빨리 들어오래","Oppa, Mom says to come in quickly"
"00503","포화가 불을 뿜어","The artillery spits fire."
"00505","갑작스러운 인기척에 놀랐어요","I was startled by a sudden sound."
"00506","시위대가 가두로 나왔어","The protesters came out into the streets."
"00507","남다른 관심을 보였습니다","They showed unusual interest."
"00508","나는 누이가 있었습니다","I had an older sister."
